path,filename,extension,size_bytes,sha256,mtime,origin,classification,sensitivity
graphify-out/GRAPH_REPORT.md,GRAPH_REPORT.md,md,22750,9d1b9264f911ec72c82174b1b94d3071ee0dd976d073e72ed693ca8db0371320,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/00b6e6d49e047146d4ab29a5460c342904c5fbc5d2f079bc6d74e2ea93126ed2.json,00b6e6d49e047146d4ab29a5460c342904c5fbc5d2f079bc6d74e2ea93126ed2.json,json,15700,aae677962cd1f26273099932bc35f6fc4d66d7c0eff9c6bec6ce1d60d1394bcd,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/02cd415f24031512ea35e16ccad0ac0d4820eb377fc524cbf322e5ad3dd03803.json,02cd415f24031512ea35e16ccad0ac0d4820eb377fc524cbf322e5ad3dd03803.json,json,8139,19091d99dca9eb32b32de76e9faddebda449c0f8fad65a91304ef8f3420e4e6b,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/0d486cb517f6320c77656ca863708c274d58f6cf0d028232e0edb76d215f9f57.json,0d486cb517f6320c77656ca863708c274d58f6cf0d028232e0edb76d215f9f57.json,json,3072,05bca46851bf3ed88d648562cbc8bb6c90f5cdaf106e74ec4b4121b5f7b12dde,2026-07-08 15:51,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/1ddc44fd65826e0460d4cc6100f7fce37532c07c1cf0633aa808489e24d52c44.json,1ddc44fd65826e0460d4cc6100f7fce37532c07c1cf0633aa808489e24d52c44.json,json,5023,a05a227b95800baa3331fbd942483a0450b33a6b3dd694dc75b9b6365917ea50,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/25e8109083755428dcc1287fbd616e603ed805553839c8e3c6ac1c565e95f8d8.json,25e8109083755428dcc1287fbd616e603ed805553839c8e3c6ac1c565e95f8d8.json,json,8248,2c681a65359ec620d6e76b2ae5496d98d4a5c034283cba534f17aba48888d4a3,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/2a082f813edbfb63f706eee136f0fe83bc7a6c272d8aae6c3e9be818e20d7fc4.json,2a082f813edbfb63f706eee136f0fe83bc7a6c272d8aae6c3e9be818e20d7fc4.json,json,8814,7edd63da8ee69ee5f773b5b617652d177df22338947f3d652a6a7efd79b999e3,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/2ceef8531e74c150d0e0e13163eeb8a6dc77928cb0de680fd7e33198737c3d25.json,2ceef8531e74c150d0e0e13163eeb8a6dc77928cb0de680fd7e33198737c3d25.json,json,30304,2d6db024980de04f398809502c3dd6a6dd72d4bae16102a43fb5503f2744d94a,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/2db91583c62663f3e33587c6eb8173738d01d7abd6d387b73210fba18b34eb2f.json,2db91583c62663f3e33587c6eb8173738d01d7abd6d387b73210fba18b34eb2f.json,json,5689,e413e27360eadf211090f3fc8908b1fcc62cb9c5024f88239369ce4ed89b786c,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/33a64cc3e113cf19744a9c0d0b3fbec8b5d4b229c7a41b3be3c7d52448cf9db8.json,33a64cc3e113cf19744a9c0d0b3fbec8b5d4b229c7a41b3be3c7d52448cf9db8.json,json,5146,9a72603d79df910946d3aa0e5a26149af73a6b82f7e9298152d08a9cb6e2723e,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/385eab6a33a2bc3afb85e30c0d3dd148b013d4c4e66a0914e74900a03bccc564.json,385eab6a33a2bc3afb85e30c0d3dd148b013d4c4e66a0914e74900a03bccc564.json,json,4723,77e744d244bf9e5e7a4ae9b1ee0b9a7efc3cd047ea4b8f418671938959001d37,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/3abf96b4779c9cce0b2145ad6970d2d315e975433df1c7a1badb9c4800350c1e.json,3abf96b4779c9cce0b2145ad6970d2d315e975433df1c7a1badb9c4800350c1e.json,json,18355,fbe04d6d9e0fb92a816c34afb4701856dee21d05a6c138ff87376392ab9e4012,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/3c238ab47ea5c242e4bc3997b86e62d0a00954f587305c3ca92f8ac40890d4a7.json,3c238ab47ea5c242e4bc3997b86e62d0a00954f587305c3ca92f8ac40890d4a7.json,json,3985,20ba53457e8fd4aeaff9acbac15e757776737552174a7d3047a22003c6f99175,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/3de3b18535cc08de6ee57607758881b8aa8ea780df6cac8a89f19b2472a04274.json,3de3b18535cc08de6ee57607758881b8aa8ea780df6cac8a89f19b2472a04274.json,json,31330,8f4352ce85ae9cb985b6dd836f5f8ac9a5150d59c0fc6efc44b9bbfb8dc94451,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/3f47471c06303c170e0a33c8d14ec3b42b80b4de68eb06525075b1f44fd76207.json,3f47471c06303c170e0a33c8d14ec3b42b80b4de68eb06525075b1f44fd76207.json,json,2403,0675b1280b75c5846549395652fc4bc53ad1735519c8ced2568128be9be9d165,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/4536aab70954adf74727d940b683dd1d83553828c758041cac54df93f2f64d54.json,4536aab70954adf74727d940b683dd1d83553828c758041cac54df93f2f64d54.json,json,11028,2a4863105d7ab022a07b89b9970666ba538b17b7687ecea7ea5aab644761cd82,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/4b45f00549322c192a693dd959de9a4b42fb74d3c4ec98446c4a45ee03542099.json,4b45f00549322c192a693dd959de9a4b42fb74d3c4ec98446c4a45ee03542099.json,json,5124,3f32b517f530b5ad2f56c73b3345fed1f72a1b133feb9bc716f15714e4b888f2,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/52ab90749ac71af507fca69c1d3a8a7e9bac73b3e566d27d7a4ce99d67f6fc3d.json,52ab90749ac71af507fca69c1d3a8a7e9bac73b3e566d27d7a4ce99d67f6fc3d.json,json,22968,9c83a16941a5d9ad4852a47376ecda79aa5fd8a3b07f3b99d31160ea7954b64d,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/5ad9c6e47c53c468c6958a6b353d9e1f791b217694c345a5082712434cfb3721.json,5ad9c6e47c53c468c6958a6b353d9e1f791b217694c345a5082712434cfb3721.json,json,8163,214731cdfad2234bc007768c83186487dc35f3556460e42214884df00ce77635,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/5c4cdbe058e040906e0648e6c9321f7404bbb458e5743f5ccd8b8bc5f6c96b9a.json,5c4cdbe058e040906e0648e6c9321f7404bbb458e5743f5ccd8b8bc5f6c96b9a.json,json,11056,1eee2f19627504746fdf61186a1a8f0cf65c75b2139ee0d954906cddf6a45a47,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/5fb6d863e1f0225ccc7c241db634666ae1fb3dcbd9258e0b985e5a4bca7f2fbb.json,5fb6d863e1f0225ccc7c241db634666ae1fb3dcbd9258e0b985e5a4bca7f2fbb.json,json,917,940290a72d6f60a6dda9732cb1aa7f866295510c96f2d85ec90aeb2498b29cc6,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/62edc1faf2815b744ccc0e33ba6fe25a56a4c1fd3fa129862903635303c409a8.json,62edc1faf2815b744ccc0e33ba6fe25a56a4c1fd3fa129862903635303c409a8.json,json,6551,a3b2637ff13f5f503c1a224ac0344ff0fbb76520373d0cfe81d5ceb79ed432cc,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/63e6278219f894bec3c70a9d6f9d32facc0807b3a83ced214664ca44427f5229.json,63e6278219f894bec3c70a9d6f9d32facc0807b3a83ced214664ca44427f5229.json,json,12489,072d2a6d5fd48e272ca78b81adc42026c02fe759ab60d8fb21c0349c73473e25,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/6849e4a2ae77486b9ae532af93bd0cd83322bd34493921e071fb65ec64df22d0.json,6849e4a2ae77486b9ae532af93bd0cd83322bd34493921e071fb65ec64df22d0.json,json,2482,54e546831e77e723d5f273842d4104e8a7df0cc46a1ab0037fe540c476481e42,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/6e400b9b0e1e64c0c7a433aa58f0bd3c0c0ee3ee356118792120edc731750e6b.json,6e400b9b0e1e64c0c7a433aa58f0bd3c0c0ee3ee356118792120edc731750e6b.json,json,10097,75aa27376df1d3e18b9678f4de526bf6571d6f50428c5d28aa3160d37622914a,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/7061c24a3982a26523c656a55da4f60368baf0f92119498fca3c59551be6e37a.json,7061c24a3982a26523c656a55da4f60368baf0f92119498fca3c59551be6e37a.json,json,3230,c30ba30d882b2eb24528543e52b86f11735fce849cd8f8fecfebc049e3224e96,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/7350f989e95e3b9b59084eb0816625b5917c80c9c417970bb4865038b52e782f.json,7350f989e95e3b9b59084eb0816625b5917c80c9c417970bb4865038b52e782f.json,json,2459,b8709991b5431e991441626a1f2ef9301576c2d4d30bc0a9c2dd8ea36eaae62c,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/7bedf2351185ce96963ae2bb56a6d20145b241cf1bc42b9ad64b0a6b25cb08bc.json,7bedf2351185ce96963ae2bb56a6d20145b241cf1bc42b9ad64b0a6b25cb08bc.json,json,11192,5f83b719a0637809d9914320e6800349590b14d70a8b0603c19eb24beac81ce3,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/85eac30fc18f8340f42aebc34b0b3195da12ab4cee5bcc864bba2806ef0c68aa.json,85eac30fc18f8340f42aebc34b0b3195da12ab4cee5bcc864bba2806ef0c68aa.json,json,9460,ea64d271635a6c34ee69b389e9557ed4b781a09fed8a142b24a1839561362ebc,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/8ed50f762d28bf79da4ef5931c7d9506a0d27fbe583710488a84ce6484ad858c.json,8ed50f762d28bf79da4ef5931c7d9506a0d27fbe583710488a84ce6484ad858c.json,json,1249,b36b94840e98382462e373b0805df4ac6f5c910f36cb9ad9224e34bd157278ea,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/8fda20f93a06455e70f0f16ff4d6b60f3acc6d277e770834ffa1b4d89d155294.json,8fda20f93a06455e70f0f16ff4d6b60f3acc6d277e770834ffa1b4d89d155294.json,json,9970,7aeaf9e538c9c13c935aa724a294252df2f5cf88e3933a829ddfad412427978e,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/9313d39baad56c40063e3ecdb8716453fd9ee3604595a435adf8ad42c006bf8c.json,9313d39baad56c40063e3ecdb8716453fd9ee3604595a435adf8ad42c006bf8c.json,json,10306,5ace37464b6d357089ef733fae44bd30ead913177216100cab0a3b69a6666772,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/9641c6289e0da2cdd777b8dc2565548f1c9eac314221c6757e3d5e8ada31aa81.json,9641c6289e0da2cdd777b8dc2565548f1c9eac314221c6757e3d5e8ada31aa81.json,json,15738,5fc1297ff4d431f985e0ace51c68d63ff55e144284331a181ed4bdecf666f8b7,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/97621ae8f31204441aa0b4b74005ac92a9d308f38300bb58980248120be897a5.json,97621ae8f31204441aa0b4b74005ac92a9d308f38300bb58980248120be897a5.json,json,14296,61e12c66b6d5cd805ecd791ce5d739d8bce94429919486d898f0307306330257,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/9dbcda04eea51bc05727470c88196b20d41234c006a562bb3d3c1579000aeee7.json,9dbcda04eea51bc05727470c88196b20d41234c006a562bb3d3c1579000aeee7.json,json,1335,2f960fd081883997a8e30de31b7eb6f297ab4fb27123ecef1d261a2f7d66dd7f,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/a23e646d722798d0ff7e712edbbc4e771421857fcfeb348f02385b1fad0c0a4b.json,a23e646d722798d0ff7e712edbbc4e771421857fcfeb348f02385b1fad0c0a4b.json,json,11168,df219fe3256061a210fd6fbb4d5ded16dd88bb9bb627a4a260c63f606f12a55b,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/a5f34ab200c77bb161423619f635fcaea2b1ceeb7d5a49cc041d9e3b0ec8e487.json,a5f34ab200c77bb161423619f635fcaea2b1ceeb7d5a49cc041d9e3b0ec8e487.json,json,9629,c637732f83878747ba48c37543d23b3f37efd49e8755105625124785e6637d9b,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/a81b17586d6b5a3db46fa92b3c6abad60ce0fa3d12a5b5bc339f1a6a441f1552.json,a81b17586d6b5a3db46fa92b3c6abad60ce0fa3d12a5b5bc339f1a6a441f1552.json,json,3392,050e5f69d96d392c5c47b8ee2d6180b6e7e40012e7f0a262a58aae77cb373997,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/ac53531a87b23d54bb092b42e85ff4d3407a15be95423cf8d398e1c7237a7c32.json,ac53531a87b23d54bb092b42e85ff4d3407a15be95423cf8d398e1c7237a7c32.json,json,20282,caae1612d4d9fab8194c7d008e21ea103c16262dfa96a9546811188876d30161,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/ae0e45ac3b4ebf4c798ec034442dae9fbd9d15206a36510c07703b583756d026.json,ae0e45ac3b4ebf4c798ec034442dae9fbd9d15206a36510c07703b583756d026.json,json,2403,0311cacdd6d249ed61cdb2fcee9dd27172d53f404a7898338d3d060cbd38723a,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/b07e9ef8fb9d2439fbef31f91aee6557db2ef3b141a2023ece56edd3160cb459.json,b07e9ef8fb9d2439fbef31f91aee6557db2ef3b141a2023ece56edd3160cb459.json,json,19637,1d7c8fcfeea08c005c15bc190ab7063d10a36e197e899eda3d4908375222ce34,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/b30e546015fa4d900d601f4c16b0adc1ca3fd3de4519d1c187a3524cb95fb8e3.json,b30e546015fa4d900d601f4c16b0adc1ca3fd3de4519d1c187a3524cb95fb8e3.json,json,9392,cb3624d0c563662707ad5bafeeaf6b1796ea46c11f5e7690c6a9f04c9a2bb648,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/b64785a6fa1eb1ddedc19ce6c1107d05bfbdc291d5d66b76b08433c044863da3.json,b64785a6fa1eb1ddedc19ce6c1107d05bfbdc291d5d66b76b08433c044863da3.json,json,18222,830c3e69a8b299035beb45a5cd07b33cda5f6ed81b252c04f7e4c90caaf8bf0d,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/b64bccc1a8e9eed2ef1e36acc33bab514f6fbaa2537b5d1c69ad66a9c4e41799.json,b64bccc1a8e9eed2ef1e36acc33bab514f6fbaa2537b5d1c69ad66a9c4e41799.json,json,9962,afaa2eadfa7dbc984d43784666296a526381e3acd2320c4dad042f9d168351f0,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/b77ddf73a26598d2d85dfb9890f9a4e2f22a3117ee1b6ba0da4ca89186f6d28c.json,b77ddf73a26598d2d85dfb9890f9a4e2f22a3117ee1b6ba0da4ca89186f6d28c.json,json,1271,804b353d7cf33fecf348e976262b77dd3e2da1c5ba1d7d45a88c4f84ca387136,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/b83ab2e25cf4c9c17d3d305443bf03d1cd8a76da41d04a21b1ee33b835f15418.json,b83ab2e25cf4c9c17d3d305443bf03d1cd8a76da41d04a21b1ee33b835f15418.json,json,2592,c80c4d60ae22861023a3ac1d0cb7e61b63ad3d59ad6db4987ea2db0208e95d4c,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/bc47df929bc8d6ded5a6dd8d0f5678a8fb024d031a0233bee9d846005f6c1433.json,bc47df929bc8d6ded5a6dd8d0f5678a8fb024d031a0233bee9d846005f6c1433.json,json,2009,34ae260ddd4dee5acd9b9339b3035e47db9502b7a0c7973534793519da4848cd,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/c38883effd7e0c1d290a69ff2e3cd58b6bfe7053edb978601fbc60789d18c613.json,c38883effd7e0c1d290a69ff2e3cd58b6bfe7053edb978601fbc60789d18c613.json,json,1238,39596c10d2b34c9eb321fbf2f754d2734408541a601802bbcc9172e9bbb495eb,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/c51211cdc657016bbb368c561919286e2714caf7f6c6250aa3243d8750d2870f.json,c51211cdc657016bbb368c561919286e2714caf7f6c6250aa3243d8750d2870f.json,json,18991,acdd61c0fb31dae44d86adfc0b74938a5088d6ec07b466c1dc34fb4504cc6e81,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/c6403bc5938a6c09d7e5cf5ed5a04f344f3f6847377ad5d8fd56849d76e7885c.json,c6403bc5938a6c09d7e5cf5ed5a04f344f3f6847377ad5d8fd56849d76e7885c.json,json,8979,5ad0377d120572a0ae27c12403c14fd3ea8f1e08d943ea1c8753c5a4cf298ff7,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/c9ac1215b0360f1868db6d918aeb885828afcfe7d6b66f8f010e8b8955c47512.json,c9ac1215b0360f1868db6d918aeb885828afcfe7d6b66f8f010e8b8955c47512.json,json,2413,d52d3acc1dddff4a99678763abc771719f76eb1eeeb722475bf386b841277810,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/cbb0438e9b8a7d48ac49723446721f2263890fec0b91bda5362c0dd60df53378.json,cbb0438e9b8a7d48ac49723446721f2263890fec0b91bda5362c0dd60df53378.json,json,1183,a83df5bc839633102afe6610640e1afca373f96ead30b0b1291a7f9cde1fd28c,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/d250ff08e27008588681a1fcbc16208151295e6bea2cc0b0a12f0c7c578711bb.json,d250ff08e27008588681a1fcbc16208151295e6bea2cc0b0a12f0c7c578711bb.json,json,10438,5f8098f687d0f4b438de427b3d5cd753e0e053486e11d9c17be7aed584a3f75c,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/d620a59b39988e032c265ba8490e8759a1faf9621a5943416aefc7683b2afb99.json,d620a59b39988e032c265ba8490e8759a1faf9621a5943416aefc7683b2afb99.json,json,4417,fa6b75e411969d0ce0dce753bf2dcfc3ca92aad952fb0839c8ea06a869d2c8c4,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/d6f4db3dd2154cf18075927b4730bc8da9c42571d4b1c58d933a5a20c796774d.json,d6f4db3dd2154cf18075927b4730bc8da9c42571d4b1c58d933a5a20c796774d.json,json,2482,e85e92421780047c45dcb6527495dd41040d4d56297598c34bb2c6e454ac207d,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/d7c02ba65d17d640767d8bd9b6f818b15bf6ddb97b95cca6b1e1473a805d8491.json,d7c02ba65d17d640767d8bd9b6f818b15bf6ddb97b95cca6b1e1473a805d8491.json,json,21153,65362d0ab4b20e6b1082bbffc634ea0163fa1afc9a069ea6ac30f69962dde465,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/dd8a6483873e0468cf10ee7fa902f364abc8547d7b2de114a3d79c8c2b03307e.json,dd8a6483873e0468cf10ee7fa902f364abc8547d7b2de114a3d79c8c2b03307e.json,json,2558,8823c588fca6e3f40b392fea98de8e83863fe34a63b353125115f83a8def5088,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/ddf772553bf4170c3bd1707461447d34e7ea5300ceda9841863df68e955c2e3c.json,ddf772553bf4170c3bd1707461447d34e7ea5300ceda9841863df68e955c2e3c.json,json,9995,bade2debd5e884eafbdfe6b1edca26e14d4cdbcbd7461fbb336c180b7a9d8ca0,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/e9a507326458defce5ae35ae4b3e1de2e26a02c7079bc06675b376f9d3a95ba2.json,e9a507326458defce5ae35ae4b3e1de2e26a02c7079bc06675b376f9d3a95ba2.json,json,5266,8283a90c11bb1afa551c6eb1e640d40d092fad20c0aea982bcdd14c99f3b181e,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/e9aefbc22463ddaa799d432e46995418f5a050997b6778ffb3ec05bc4963adce.json,e9aefbc22463ddaa799d432e46995418f5a050997b6778ffb3ec05bc4963adce.json,json,1216,cfa21a6ea607bdcfb42fe8480987ccdeced3a17ef6e70cf6627deb642690dc53,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/ea0ff7600c95d86e29f0bb38b109c9adb0d5410ce955ab292dc550ca8f5d5d91.json,ea0ff7600c95d86e29f0bb38b109c9adb0d5410ce955ab292dc550ca8f5d5d91.json,json,2666,e7d30629f903cb4f1530336eba2477ce36b56df24750d43e6e2630a17f18c489,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/eb9a082e979f54bad866193183aa5f2099e42e3e0effe3d9adb0bcf25233be0a.json,eb9a082e979f54bad866193183aa5f2099e42e3e0effe3d9adb0bcf25233be0a.json,json,2286,e20c7996a23d9e64d5123491d192b36b3d87f2b2954e719e22a2a2b057e1278f,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/efa4549fb1dfd7400f875ccb23665fe9b079eb01967751a53ff02953b257cd53.json,efa4549fb1dfd7400f875ccb23665fe9b079eb01967751a53ff02953b257cd53.json,json,1165,43a68847fa320909fd5f273d70392d667e3208f63b558bd1f2914e7b14727519,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/f7509ae94715df78a2c0048fab37a2bdb7f37cc0fe071ee85e6f230496aea3d8.json,f7509ae94715df78a2c0048fab37a2bdb7f37cc0fe071ee85e6f230496aea3d8.json,json,9494,283eeb5bf2ad5b091851eb9cbe8ac185e4628689bcfc88cbece6cfc3a34cac1f,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/f90b21c0f80e80b70b9213e6569a2ce4349546b52cdbedc79383f8ed0d94f5ec.json,f90b21c0f80e80b70b9213e6569a2ce4349546b52cdbedc79383f8ed0d94f5ec.json,json,12855,dd96ba15a79ccd8563cd1998d9c70c10641045b95c1ab3ee7d2fccd3e014ad8e,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/faefe42ca1110a72e937123287ab1c1886d781891107f0090467d0f2e81c9303.json,faefe42ca1110a72e937123287ab1c1886d781891107f0090467d0f2e81c9303.json,json,21533,93cab65f6c8d9251f7979de30e05dafaae104269fbacf92e2a4044f2c77f776c,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/ast/fb8824fb56d06e3fe6a0ca8a4a67eb5b30c7333642c6722ed00ca0fcf0b5e64a.json,fb8824fb56d06e3fe6a0ca8a4a67eb5b30c7333642c6722ed00ca0fcf0b5e64a.json,json,1172,58d9e0a9f783210493a30b79e60223320f9cd0811055676d5578ddaf1f9588dc,2026-07-08 14:44,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/cache/stat-index.json,stat-index.json,json,14624,706fce06802746b95ec12b17af52e128056870d7e28f680d28bd5e80d2f69f1b,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/graph.html,graph.html,html,865742,96d73647ca6e02befac09a33d07c3f9cafe81b0cf499ff0c6cce937c9b84b18c,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/graph.json,graph.json,json,839804,b7c5d7f31de1d01dbd9b9c236287980d8192a56bc580aa9f206e9f46cbbd6fd5,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
graphify-out/manifest.json,manifest.json,json,24138,581d58d36186de4a82a1819dfb680c4b4c3ac557c00c2fcca6b4703477d0bd67,2026-07-08 16:13,pre-package (Jul 8 baseline),generated (knowledge graph),none identified
reporting-metrics-rebuild-package/CODEX_REBUILD_PROMPT.md,CODEX_REBUILD_PROMPT.md,md,4456,0202aa6a4f3fbbfae50c194858996d0f09f7689a8c0f0c2d01886382863476d5,2026-07-08 15:55,pre-package (Jul 8 baseline),data/reporting analysis,none identified
reporting-metrics-rebuild-package/DASHBOARD_MODULES.md,DASHBOARD_MODULES.md,md,1369,bba4c2cb40c4e65fa1ef929b9e4629b243cad58a91a2a48cd50694ff627004f0,2026-07-08 15:55,pre-package (Jul 8 baseline),data/reporting analysis,none identified
reporting-metrics-rebuild-package/METRIC_DEFINITIONS.md,METRIC_DEFINITIONS.md,md,3347,7ea71af504681eea088a5c747ed5e37a27c840e17a23290c5741ab3c9b3fec5f,2026-07-08 15:55,pre-package (Jul 8 baseline),data/reporting analysis,none identified
reporting-metrics-rebuild-package/MIGRATION_PLAN.md,MIGRATION_PLAN.md,md,1412,846c96e3f1d57bcd325f7394469cb8f75f96ace6fa75fda726cc25c9e12cfb07,2026-07-08 15:55,pre-package (Jul 8 baseline),data/reporting analysis,none identified
reporting-metrics-rebuild-package/README.md,README.md,md,1467,9b08061f39182de9c0c8ad28366f10bb15190763aa6f40d9d9adfbaffc7fec45,2026-07-08 15:55,pre-package (Jul 8 baseline),data/reporting analysis,none identified
reporting-metrics-rebuild-package/REPORTING_METRICS_REVERSE_ENGINEERING.md,REPORTING_METRICS_REVERSE_ENGINEERING.md,md,10430,935e4d1c0114d6a402f7782699bb33938bef887bd60ae66275fa98a85732e2e4,2026-07-08 15:55,pre-package (Jul 8 baseline),data/reporting analysis,none identified
